Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","2024 - Professional Services - Regional Strategic Projects, Property and Portfolio",19/11/2024,"252,619.00",AUD,Deloitte Touche Tohmatsu,123 Eagle Street Brisbane QLD 4000,NO,NO,,,,,,,,,CW2321806,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","Specialised Recipient Electrical Training, Coaching, and Mentoring",13/09/2024,"250,000.00",AUD,HSEQ Pty Ltd,PO Box 674 Fig Tree Pocket QLD 4069,NO,NO,,,,,,,,,CW2319589,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","2024 Procurement Operating Model, Transition and Change Management",16/08/2024,"249,500.00",AUD,Deloitte Touche Tohmatsu,123 Eagle Street Brisbane QLD 4000,NO,NO,,,,,,,,,CW2320165,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - Mayne Rail Complex A Block Furniture,29/10/2024,"247,511.00",AUD,PCF Australia,PO Box 5600 Brendale QLD 4500,NO,NO,,,,,,,,,CW2320131,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Wheel-Rail Interface Study,11/11/2024,"241,000.00",AUD,Monash University,710 Blackburn Road Clayton VIC 3168,NO,NO,,,,,,,,,CW2317507,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 QITC - KEY Software as a Service (SaaS),8/08/2024,"240,000.00",AUD,The Boston Consulting Group P/L,101 Collins Street Melbourne VIC 3000,NO,NO,,,,,,,,,CW2319894,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - Specialist Negotiator - McDermott Consulting 2,26/08/2024,"225,000.00",AUD,McDermott Consulting Partners Pty L,5 Palmer Close Brookfield QLD 4069,YES,NO,,,,,,,,,CW2320298,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,5/12/2024,"224,675.99",AUD,JTS Trading Group Pty Ltd,19 Pintu Drive Tanah Merah QLD 4128,NO,NO,,,,,,,,,4502869729,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Queensland Rail Immersive Experience Centre,5/08/2024,"216,500.00",AUD,Spatial Media,70A Blackwood Avenue Morningside QLD 4170,YES,NO,,,,,,,,,CW2317565,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TC'S - 2025 AUTOCAD SUBSCRIPTION,17/12/2024,"215,981.00",AUD,Arkance Australia Pty Limited,300 Adelaide Street Brisbane QLD 4000,NO,NO,,,,,,,,,CW2322301,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - Inner City Tunnel 4 Exhaust Fan Replacement,19/09/2024,"214,599.00",AUD,SYSTRA Bamser,2 Chifley Square Sydney NSW 2000,YES,NO,,,,,,,,,CW2319381,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 ENERGEX TRANSFORMER PAD CONSTRUCTION - PENSAR UTILITIES,20/12/2024,"203,507.62",AUD,Pensar Utilities Pty Ltd,168 Robertson Street Fortitude Valley QLD 4006,NO,NO,,,,,,,,,CW2322090,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 CRR Schedule Risk Analysis,16/08/2024,"194,505.00",AUD,NPlan Limited,68 Hanbury Street Spitalfields LO E1 5LJ,NO,NO,,,,,,,,,CW2318418,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2024 External Access to Real Time Data in OT Concept Phase,1/10/2024,"189,000.00",AUD,Arinco (NSW/QLD) Pty Ltd,24 Campbell Street Sydney NSW 2000,NO,NO,,,,,,,,,CW2320560,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TC's - 2024 SAP Business Technology Platform (BTP),19/11/2024,"188,959.91",AUD,SAP Australia Pty Ltd,168 Walker Street North Sydney NSW 2060,NO,NO,,,,,,,,,CW2321317,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Rolling Stock SEMS Reshape - Rail Force,20/08/2024,"185,185.00",AUD,Rail Force Pty Ltd,PO Box 747 Mt Ommaney QLD 4074,NO,NO,,,,,,,,,CW2320148,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TC's - 2024 Licensing Agreement for Australian Standards Online,12/09/2024,"178,963.94",AUD,SAI Global Australia Pty Ltd,680 Level 37 George Street Sydney NSW 2000,NO,NO,,,,,,,,,CW2320640,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - SOO SENIOR SIGNALLING CONCEPT ENGINEER (DUTTON PARK INTERLOCKING),10/12/2024,"178,000.00",AUD,Mott MacDonald Australia,PO Box 3400 Adelaide SA 5000,NO,NO,,,,,,,,,CW2321896,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - JACKING ROAD WORKS,17/09/2024,"176,529.00",AUD,APGC Group Pty Ltd,PO Box 7394 Kangaroo Point QLD 4169,YES,NO,,,,,,,,,CW2318845,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - Traincrew Capacity Upgrades,28/08/2024,"173,018.00",AUD,Sparc Solution Positive,PO Box 1777 Toowong QLD 4066,NO,NO,,,,,,,,,CW2318227,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","QITC - 2024 Governance, Risk and Compliance (GRC) System",12/08/2024,"162,276.25",AUD,Resolver Inc,111 Peter Street Toronto ON M5V 2H1,NO,NO,,,,,,,,,CW2320078,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TC's - 2024 Meridian Maintenance Agreement,2/09/2024,"145,341.49",AUD,Onset Design Pty Ltd,203-205 Blackburn Road Mount Waverley VIC 3149,NO,NO,,,,,,,,,CW2320378,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TCs - 2024 AnyLogic,21/11/2024,"136,000.00",AUD,Heisenberg Analytics,57 Honeyeater Crescent Moggill QLD 4070,NO,NO,,,,,,,,,CW2321900,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSULTANTS,10/12/2024,"126,404.30",AUD,Aurizon Network Pty Ltd,PO Box 456 Brisbane QLD 4001,NO,NO,,,,,,,,,4502870317,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,3/12/2024,"126,302.00",AUD,Wulguru Rail Pty Ltd,PO Box 2144 Wulguru QLD 4811,NO,NO,,,,,,,,,4502869273,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 BALUSTER MAKE-SAFE WORKS OCS,20/12/2024,"126,034.70",AUD,Dellacorda Specialist Services Pty,42 Douglas Street Milton QLD 4064,NO,NO,,,,,,,,,CW2320518,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Recruitment for GM SEQ Finance and GSM Fin Planning and Analysis,10/09/2024,"125,800.00",AUD,Derwent Search Pty Ltd,3 Horwood Place Parramatta NSW 2150,NO,NO,,,,,,,,,CW2320589,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,10/12/2024,"122,254.00",AUD,Fluid Precision Pty Ltd,85 Kabi Circuit Deception Bay QLD 4508,NO,NO,,,,,,,,,4502870315,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TC's - 2024 Informatica Powercentre,8/10/2024,"116,341.24",AUD,Informatica Australia Pty Ltd,255 George Street Sydney NSW 2000,NO,NO,,,,,,,,,CW2321097,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,30/11/2021,"100,000.00",AUD,Smart Team Development Ltd,99 So Kwun Wat Road Tuen Mun NT 0,YES,NO,,,,,,,,,4502486869,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Mat Rental Service Alsco,12/09/2024,"100,000.00",AUD,Alsco Linen Service Pty Ltd,41 Violet Street Eagle Farm QLD 4007,NO,NO,,,,,,,,,CW2320582,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,20/12/2024,"99,149.60",AUD,CMW Geosciences (East Coast),1 Breakfast Creek Road Newstead QLD 4006,NO,NO,,,,,,,,,4502873767,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,4/11/2024,"95,199.83",AUD,Boral Construction,Locked Bag 5025 Parramatta NSW 2124,YES,NO,,,,,,,,,4502859702,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOA - 2024 Crisis Simulation Exercise Assistance QGP0050-18,27/11/2024,"92,569.00",AUD,KPMG,PO Box 2291U Melbourne VIC 3000,NO,NO,,,,,,,,,CW2321255,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,15/07/2024,"90,519.56",AUD,Wulguru Steel Pty Ltd,PO Box 2144 Wulguru QLD 4811,YES,NO,,,,,,,,,4502819363,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PPE SAFETY EQUIPMENT,20/12/2024,"86,258.70",AUD,Flexshield Group Pty Ltd,PO Box 243 Harristown QLD 4350,NO,NO,,,,,,,,,4502873796,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,5/12/2024,"85,526.50",AUD,ETS Vegetation Management Pty Ltd,62 Industrial Park Drive Lilydale VIC 3140,NO,NO,,,,,,,,,4502869609,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 SAP Assurance Work Job Architecture and Improvements,12/11/2024,"85,500.00",AUD,SAP Australia Pty Ltd,168 Walker Street North Sydney NSW 2060,NO,NO,,,,,,,,,CW2321740,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - Standing Offer Order 9 - FA and EMU Bogie Overhaul,10/09/2024,"84,984.00",AUD,KPMG,PO Box 2291U Melbourne VIC 3000,NO,NO,,,,,,,,,CW2320252,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/12/2024,"83,692.35",AUD,Vossloh Cogifer Australia Pty Ltd,PO Box 1248 Castlemaine VIC 3450,NO,NO,,,,,,,,,4502870895,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,4/12/2024,"83,391.00",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502869356,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",17/12/2024,"82,252.50",AUD,Allroad Surfaces Pty Ltd,81 Dean Road Verrierdale QLD 4562,NO,NO,,,,,,,,,4502872207,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OPERATIONS TRAVELTRA,4/12/2024,"81,405.50",AUD,United Forklift,49 Pilbara Street Welshpool WA 6106,NO,NO,,,,,,,,,4502869426,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,13/12/2024,"79,712.60",AUD,Deloitte Touche Tohmatsu,123 Eagle Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502870866,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","2024 295 Ann Street Levels 10, 11, 15 Auto Doors",31/10/2024,"79,570.00",AUD,Premis Solutions,PO Box 114 Toowong QLD 4066,NO,NO,,,,,,,,,CW2320997,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - Mayne Yard ELP Sheds fire System Upgrade,5/11/2024,"76,295.00",AUD,WSP Australia Pty Limited,GPO Box 5394 Sydney NSW 2001,NO,NO,,,,,,,,,CW2320263,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SECURITY,23/12/2024,"75,659.76",AUD,Toplock,PO Box 419 Grange QLD 4051,NO,NO,,,,,,,,,4502873878,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Successfactors Learning Assurance,12/11/2024,"74,100.00",AUD,SAP Australia Pty Ltd,168 Walker Street North Sydney NSW 2060,NO,NO,,,,,,,,,CW2321737,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,12/12/2024,"72,600.00",AUD,The Orchard Talent Group Pty Ltd,255 George Street Sydney NSW 2000,NO,NO,,,,,,,,,4502870741,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Electrical Safety Audit - Queensland Rail - As a Prescribed Electrical Entity,16/09/2024,"71,775.00",AUD,QRMC Risk Management Pty Ltd,120 Beck Street Paddington QLD 4068,NO,NO,,,,,,,,,CW2319717,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 RMC Desk Replacement Initiative,22/10/2024,"65,979.00",AUD,Schiavello Systems (Qld) Pty Ltd,PO Box 1225 Milton QLD 4064,NO,NO,,,,,,,,,CW2321006,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,1/11/2024,"52,250.00",AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,YES,NO,,,,,,,,,4502859506,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,18/12/2024,"51,901.30",AUD,P&C Bramley Transport Pty Ltd,29 Wentworth Street Greenacre NSW 2190,NO,NO,,,,,,,,,4502873258,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Nathan O'Brien Consultancy,16/09/2024,"50,000.00",AUD,Nathan O'Brien Media Pty Ltd,23 Corey Ct Palmwoods QLD 4555,NO,NO,,,,,,,,,CW2320549,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Courier and Freight Services HSQ116794 - Star Track,5/11/2024,"50,000.00",AUD,Star Track Express Pty Ltd,111 Bourke Street Melbourne VIC 3000,NO,NO,,,,,,,,,CW2321435,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOA - 2024 ICT Controls Audit Assessment QGP0050-18,27/11/2024,"49,814.00",AUD,KPMG,PO Box 2291U Melbourne VIC 3000,NO,NO,,,,,,,,,CW2320988,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",DESKTOP SOFTWARE,4/12/2024,"45,870.00",AUD,Reliant Systems Pty Ltd,PO Box 3680 Hermit Park QLD 4812,NO,NO,,,,,,,,,4502869480,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,20/12/2024,"45,254.00",AUD,Karreman Quarries,632 West Mt Cotton Road Mt Cotton QLD 4165,NO,NO,,,,,,,,,4502873708,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,3/12/2024,"44,170.50",AUD,Lockyer Valley Traffic Management,33 Banksia Road Gatton QLD 4343,NO,NO,,,,,,,,,4502869187,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,18/12/2024,"43,516.56",AUD,Hitachi Energy,PO Box 3433 Liverpool NSW 2170,NO,NO,,,,,,,,,4502873348,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/12/2024,"42,350.00",AUD,JLL Public Sector,PO Box Q1589 Sydney NSW 1230,NO,NO,,,,,,,,,4502870406,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,6/12/2024,"41,661.31",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502869791,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,12/12/2024,"41,140.00",AUD,Rayner's Crane & Plant Hire,PO Box 397 Longreach QLD 4730,NO,NO,,,,,,,,,4502870670,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,5/11/2024,"41,118.39",AUD,Pioneer North,PO Box 6155 Woree QLD 4870,YES,NO,,,,,,,,,4502859880,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,5/12/2024,"40,493.20",AUD,Specialised Access and Scaffolding,25 Southpine Road Brendale QLD 4500,NO,NO,,,,,,,,,4502869701,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONFERENCES,9/12/2024,"40,199.98",AUD,Australasian Railway,Plaza Offices East Canberra Airport Terminal Complex ACT 2609,NO,NO,,,,,,,,,4502870064,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,19/02/2024,"39,535.98",AUD,UGL Engineering Pty Ltd,49 Borthwick Avenue Murarrie QLD 4172,YES,NO,,,,,,,,,4502764831,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,13/12/2024,"37,235.28",AUD,Biodiversity Australia Pty Ltd,42 Burnside Road Ormeau QLD 4208,NO,NO,,,,,,,,,4502870860,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,16/12/2024,"35,612.61",AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,NO,NO,,,,,,,,,4502871086,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,19/12/2024,"34,100.00",AUD,Deloitte Touche Tohmatsu,123 Eagle Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502873400,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","2024 CBD BLOCK AND STACK RC1, RC2 AND 295 ANN ST",17/09/2024,"33,985.00",AUD,Acorpp (Qld) Pty Ltd,PO Box 2957 Brisbane QLD 4000,YES,NO,,,,,,,,,CW2320543,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2024 Nearmap Subscription - Materials and Logistics,30/09/2024,"33,750.00",AUD,Nearmap Australia Pty Ltd,100 Barangaoo Sydney NSW 2000,NO,NO,,,,,,,,,CW2320905,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/06/2024,"33,749.89",AUD,Austbreck Pty Ltd,19 Southern Court Keysborough VIC 3173,YES,NO,,,,,,,,,4502811084,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,6/12/2024,"33,477.84",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502869790,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,19/09/2024,"32,934.33",AUD,Classic Coachworks Pty Ltd,14A Hearne Street Mortdale NSW 2223,YES,NO,,,,,,,,,4502842030,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SUBSCRIPTIONS,13/12/2024,"32,890.00",AUD,Aptella Pty Ltd,42 Enterprise Drive Bundoora VIC 3083,NO,NO,,,,,,,,,4502870810,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,29/01/2024,"32,784.91",AUD,Faiveley Transport Australia Ltd,175 James Ruse Drive Rosehill NSW 2142,YES,NO,,,,,,,,,4502761282,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,16/12/2024,"32,670.00",AUD,Axon Public Safety Australia,Po Box 1523 Potts Point NSW 2011,NO,NO,,,,,,,,,4502871029,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,2/12/2024,"32,549.00",AUD,Steelrod Pty Ltd,PO Box 442 Narangba QLD 4504,NO,NO,,,,,,,,,4502868946,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - TPSSR Eco Desks,28/08/2024,"32,252.00",AUD,Schiavello Constructions Qld Pty Lt,PO Box 1225 Milton QLD 4064,NO,NO,,,,,,,,,CW2320314,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 TPSSR Eco Desk 1,19/11/2024,"32,252.00",AUD,Schiavello Systems (Qld) Pty Ltd,PO Box 1225 Milton QLD 4064,NO,NO,,,,,,,,,CW2321855,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,2/12/2024,"32,065.00",AUD,KH1 Pty Ltd,114 National Boulevard Campbellfield VIC 3061,NO,NO,,,,,,,,,4502869004,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,13/06/2024,"31,628.78",AUD,UGL Engineering Pty Ltd,49 Borthwick Avenue Murarrie QLD 4172,YES,NO,,,,,,,,,4502807535,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TCS - 2025 RISK MANAGEMENT TECHNOLOGIES,12/12/2024,"31,115.00",AUD,Risk Management Technologies,5 Ventnor Avenue West Perth WA 6005,NO,NO,,,,,,,,,CW2322251,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ENGINES, TURB & COMP",6/12/2024,"31,109.58",AUD,Advanced Diesel Injection,PO Box 87 Cairns QLD 4870,NO,NO,,,,,,,,,4502869850,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/12/2024,"29,884.25",AUD,Southco Fasteners Pty Ltd,PO Box 435 Tullamarine VIC 3043,NO,NO,,,,,,,,,4502869362,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,4/12/2024,"28,213.77",AUD,Track Protection Services Pty Ltd,PO Box 421 Mapleton QLD 4560,NO,NO,,,,,,,,,4502869411,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,4/12/2024,"28,213.77",AUD,Track Protection Services Pty Ltd,PO Box 421 Mapleton QLD 4560,NO,NO,,,,,,,,,4502869446,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TCs - 2024 Hightail Cloud Service Solution,28/08/2024,"27,996.17",USD,Open Text Pty Ltd,80 Pacific Highway North Sydney NSW 2060,NO,NO,,,,,,,,,CW2320256,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/11/2024,"27,699.10",AUD,Fluid Precision Pty Ltd,85 Kabi Circuit Deception Bay QLD 4508,YES,NO,,,,,,,,,4502862407,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,20/12/2024,"27,577.00",AUD,C A Britton and Associates Pty Ltd,PO Box 1965 Mount Saint Thomas NSW 2500,NO,NO,,,,,,,,,4502873789,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FOOD AND BEVERAGES,3/12/2024,"27,500.00",AUD,Wondaree Macadamias & Kuranda Cooki,2 The Esplanade Coconuts QLD 4860,NO,NO,,,,,,,,,4502869154,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 Evaluation of Board Performance,3/09/2024,"27,500.00",AUD,Board Matters Pty Ltd,PO Box 103 Paddington QLD 4064,NO,NO,,,,,,,,,CW2319986,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2024 Nearmap Subscription SEQ Project Delivery,30/09/2024,"27,500.00",AUD,Nearmap Australia Pty Ltd,100 Barangaoo Sydney NSW 2000,NO,NO,,,,,,,,,CW2320901,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,3/12/2024,"27,467.00",AUD,Rayner's Crane & Plant Hire,PO Box 397 Longreach QLD 4730,NO,NO,,,,,,,,,4502869289,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,17/12/2024,"27,323.02",AUD,Active Hire Service Pty Ltd,1808 Ipswich Road Rocklea QLD 4106,NO,NO,,,,,,,,,4502872964,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,5/12/2024,"27,075.40",AUD,Dexion Hendra,PO Box 3128 Hendra QLD 4011,NO,NO,,,,,,,,,4502869755,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2024 Nearmap Subscription - Network Corridor Maintenance,10/10/2024,"27,000.00",AUD,Nearmap Australia Pty Ltd,100 Barangaoo Sydney NSW 2000,NO,NO,,,,,,,,,CW2320882,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISC SERVICES,5/12/2024,"26,972.00",AUD,Belbaker Bus Charters,PO Box 367 Zillmere QLD 4034,NO,NO,,,,,,,,,4502869732,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ADVERTISING & GRAP,19/12/2024,"26,840.00",AUD,Virtual Inspections,701 Albany Creek Road Albany Creek QLD 4035,NO,NO,,,,,,,,,4502873471,,,,,
