Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FREIGHT & CARTAGE,22/04/2024,"10,489.60",AUD,Kent Removals & Storage,19-21 Mittagong Street Stuart QLD 4811,NO,NO,,,,,,,,,4502787505,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,4/04/2024,"10,369.16",AUD,J Blackwood & Son Ltd,PO Box 277 Maryborough QLD 4650,NO,NO,,,,,,,,,4050488746,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,2/04/2024,"10,325.70",AUD,Cubis Systems,73 Ballarat - Carngham Road Winter Valley VIC 3358,NO,NO,,,,,,,,,4502784466,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,5/04/2024,"10,323.50",AUD,Train Right Workplace Solutions,3 Myer Court Tannum Sands QLD 4680,NO,NO,,,,,,,,,4502785094,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,8/04/2024,"10,230.00",AUD,Pacific Coast Vegetation Control,PO Box 1192 Cooroibah QLD 4565,NO,NO,,,,,,,,,4502785297,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,5/04/2024,"10,089.20",AUD,Avac Australia Pty Ltd,PO Box 30 Oately NSW 2223,NO,NO,,,,,,,,,4502785030,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ADVERTISING & GRAP,24/04/2024,"10,032.00",AUD,Nathan O'Brien Media Pty Ltd,23 Corey Ct Palmwoods QLD 4555,NO,NO,,,,,,,,,4502787934,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PEST CONTROL,30/04/2024,"10,028.67",AUD,Flick Pest Control Services,41 Bunya Street Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502794589,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,30/04/2024,"10,006.91",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4050490071,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TC'S - 2024 ANGULAR JS,14/04/2024,"70,875.00",USD,HeroDevs LLC dba XLTS dev,9561 S 700 E #201 Sandy UT 84070,NO,NO,,,,,,,,,CW2313882,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2021 CENTRAL WEST STAGE 5 - TIMBER STRUCTURE REPLACEMENTS,22/01/2021,"9,229,378.47",AUD,Vec Civil Engineering Pty Ltd,PO Box 812 Ulverstone TAS 7315,YES,NO,OPEN,,,,,,,,CW2282769,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2019 SOFTWARE SERVICES CONTRACT,18/08/2019,"6,220,395.40",AUD,Data #3 Limited,67 High Street Toowong QLD 4066,YES,NO,OPEN,,,,,,,,CW2277664,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 WHEELSET OVERHAULS - PROGRESS RAIL,2/09/2020,"5,800,294.00",AUD,Progress Rail Services,24 Daisy Street Revesby NSW 2212,YES,NO,OPEN,,,,,,,,CW2274766,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QRP-23-84 - BLACKBOY CREEK EMERGENCY BRIDGE WORKS,7/05/2024,"5,678,083.20",AUD,DT Infrastructure Pty Ltd,60 Martin Place Sydney NSW 2060,NO,NO,LIMITED,Urgency / Emergency,,,,,,,CW2314303,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2018 - EQUIPMENT HIRE PANEL - TOWNSVILLE EARTHMOVING,25/03/2020,"5,250,000.00",AUD,Townsville Earthmoving Pty Ltd,PO Box 7752 Mount Louisa QLD 4814,YES,NO,OPEN,,,,,,,,CW2281875,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2021 CATERING PANEL - BIDFOOD AUSTRALIA LIMITED,1/06/2021,"3,999,333.00",AUD,Bidfood Rockhampton,PO Box 5598 Parkhurst QLD 4702,YES,NO,OPEN,,,,,,,,CW2287440,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 WOG GGS0060 TEMPORARY AND CONTRACTED WORKERS PREFERRED SUPPLIER PANEL (PSP)  - DAVIDSON RECRUITMENT PTY LTD,30/05/2020,"3,180,000.00",AUD,Davidson Recruitment Pty Ltd,344 Queen Street Brisbane QLD 4000,YES,NO,OPEN,,,,,,,,CW2287187,,CW2285897,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2018 - EQUIPMENT HIRE PANEL - OLIVER TRANSPORT PTY LTD,8/01/2019,"3,060,000.00",AUD,Oliver Transport Pty Ltd,73 Phillips Street Cloncurry QLD 4824,YES,NO,OPEN,,,,,,,,CW2309898,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - EMU COMPONENT CHANGE OUT (CCO) - COUPLERS (B.05993),29/05/2024,"2,941,114.96",AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2314785,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2023 DIGITAL DELIVERY PANEL (ICT) - DXC,30/06/2023,"2,461,673.00",AUD,DXC Technology Australia Pty Limite,26 Talavara Road Macquarie Park NSW 2113,YES,NO,OPEN,,,,,,,,CW2308301,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 WOG GGS0060 TEMPORARY AND CONTRACTED WORKERS PREFERRED SUPPLIER PANEL (PSP)  - HAYS SPECIALIST RECRUITMENT (AUSTRALIA) PTY LIMITED,30/05/2020,"2,210,000.00",AUD,Hays Specialist Recruitment,PO Box 3868 Sydney NSW 2001,YES,NO,OPEN,,,,,,,,CW2287191,,CW2285897,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 WOG GGS0060 TEMPORARY AND CONTRACTED WORKERS PREFERRED SUPPLIER PANEL (PSP) - TALENZA QLD PTY LTD,30/05/2020,"2,085,000.00",AUD,Talenza QLD Pty Ltd,6-10 OConnell Street Sydney NSW 2000,YES,NO,OPEN,,,,,,,,CW2310513,,CW2285897,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 WOG GGS0060 TEMPORARY AND CONTRACTED WORKERS PREFERRED SUPPLIER PANEL (PSP)  - DAVIDSON TECHNOLOGY (AUST) PTY LTD,30/05/2020,"2,015,000.00",AUD,Davidson Technology (Aust) Pty Ltd,PO Box 2572 Brisbane QLD 4001,YES,NO,OPEN,,,,,,,,CW2287984,,CW2285897,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 WOG GGS0060 TEMPORARY AND CONTRACTED WORKERS PREFERRED SUPPLIER PANEL (PSP)  - HUDSON GLOBAL RESOURCES (AUST) PTY LTD,30/05/2020,"1,880,000.00",AUD,Hudson Global Resources (Aust),20 Bond Street Sydney NSW 2000,YES,NO,OPEN,,,,,,,,CW2287193,,CW2285897,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 WOG GGS0060 TEMPORARY AND CONTRACTED WORKERS PREFERRED SUPPLIER PANEL (PSP) - MODIS STAFFING PTY LTD,30/05/2020,"1,475,000.00",AUD,Modis Staffing Pty Ltd,123 Pitt Street Sydney NSW 2000,YES,NO,OPEN,,,,,,,,CW2301451,,CW2285897,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 WOG GGS0060 TEMPORARY AND CONTRACTED WORKERS PREFERRED SUPPLIER PANEL (PSP)  - RANDSTAD PTY LTD,30/05/2020,"1,310,000.00",AUD,Randstad Pty Limited,PO Box 2260 Brisbane QLD 4000,YES,NO,OPEN,,,,,,,,CW2288368,,CW2285897,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2021 TRANSPORT SERVICES PANEL - WHYBIRDS TRANSPORT,26/08/2021,"1,200,000.00",AUD,Whybirds Transport,120 Briggs Rd Raceview QLD 4305,YES,NO,OPEN,,,,,,,,CW2297546,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2019 SUPPLY OF BATTERIES (CENTURY YUASA),6/11/2019,"1,108,873.00",AUD,Century Yuasa Batteries Pty Ltd,PO Box 427 Carole Park QLD 4300,YES,NO,LIMITED,Initial Type Approval,,,,,,,CW2276223,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2023 DIGITAL DELIVERY PANEL (ICT) - DELOITTE,12/12/2023,"1,072,096.00",AUD,Deloitte Touche Tohmatsu,123 Eagle Street Brisbane QLD 4000,YES,NO,ÒPEN,,,,,,,,CW2314597,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2023 DIGITAL MAINTAINER SOLUTION,9/06/2023,"1,045,100.00",AUD,Obzervr Trading Pty Ltd,345 Ann Street Brisbane  4000,YES,NO,OPEN,,,,,,,,CW2308551,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 PLANT HIRE PANEL - CQ CRANE HIRE,27/03/2024,"1,000,000.00",AUD,CQ Cranes Pty Ltd,97 Kent Street Rockhampton QLD 4700,NO,NO,OPEN,,,,,,,,CW2314490,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2021 TRAVEL AND TOURISM ACCESSIBLE BOARDING RAMP PROTOTYPE,3/03/2021,"915,053.00",AUD,Australian Marine & Civil,181 Bygotts Road Samford QLD 4500,YES,NO,OPEN,,,,,,,,CW2289640,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 TRAFFIC CONTROL FOR MAINLINE GRINDING PROGRAM STANDING OFFER ORDER ARRANGEMENT,30/11/2022,"894,000.00",AUD,Warp QLD Pty Ltd,1/23 Darnick Street Underwood QLD 4119,YES,NO,SELECTIVE,,,,,,,,CW2303328,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 CONSULTANCY AGREEMENT - ADAM STOKER,13/04/2022,"865,086.00",AUD,Strataver Counsel Pty Ltd,72 Tristania Drive Bardon QLD 4065,YES,NO,OPEN,,,,,,,,CW2300681,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",WOG 2023 - FY24 ROAD FLEET (METRO FORD),29/03/2021,"862,000.00",AUD,Metro Ford,PO Box 93 Newstead QLD 4006,YES,NO,OPEN,,,,,,,,CW2313505,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2023 PROJECT MANAGER RAIL SYSTEMS (FENELON),9/05/2023,"782,563.00",AUD,Earlsfort Associates,40 James Street Burleigh Heads QLD 4220,YES,NO,SELECTIVE,,,,,,,,CW2306074,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 MAINTENANCE OF NGR DESKTOP SIMULATORS,2/05/2024,"761,813.05",AUD,CORYS,44 Rue Des Berges Grenoble 38 38000,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2317084,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 PROJECT MANAGEMENT SERVICES ADVERTISING INFRASTRUCTURE INSTALLATION AND UPGRADES,6/02/2023,"734,575.00",AUD,Jacobs Group (Australia) Pty Ltd,PO Box 3848 South Brisbane QLD 4101,YES,NO,SELECTIVE,,,,,,,,CW2305545,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2023 - ELECTRICAL ENGINEER,7/06/2023,"687,600.00",AUD,Interface Rail Engineering Pty Ltd,470 Collins Street Melbourne VIC 3000,YES,NO,SELECTIVE,,,,,,,,CW2307119,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 WOG GGS0060 TEMPORARY AND CONTRACTED WORKERS PREFERRED SUPPLIER PANEL (PSP) - JIGSAW TALENT MANAGEMENT,30/05/2020,"670,000.00",AUD,Jigsaw Talent Management,PO Box 760 Sydney NSW 2000,YES,NO,OPEN,,,,,,,,CW2304345,,CW2285897,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2019 PROCESS MAPPING EXERCISE FOR CROSS RIVER RAIL PROJECT,25/11/2019,"657,500.00",AUD,Synoptic Consulting Pty Ltd,3 Spring Street Sydney NSW 2000,YES,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2279440,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 WOG GGS0060 TEMPORARY AND CONTRACTED WORKERS PREFERRED SUPPLIER PANEL (PSP)  - ROBERT WALTERS PTY LTD,30/05/2020,"600,000.00",AUD,Robert Walters Pty Ltd,385 Bourke Street Melbourne VIC 3000,YES,NO,OPEN,,,,,,,,CW2287198,,CW2285897,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 ROCKHAMPTON STATION UPGRADE,9/05/2024,"565,000.00",AUD,Stantec Australia Pty Ltd,"Level 20, 40 City Road SouthBank VIC 3006",NO,NO,SELECTIVE,,,,,,,,CW2316218,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 WOG GGS0060 TEMPORARY AND CONTRACTED WORKERS PREFERRED SUPPLIER PANEL (PSP) - CHANDLER MACLEOD GROUP LIMITED,30/05/2020,"555,000.00",AUD,Chandler MacLeod Group Ltd,PO Box 49 Mulgrave VIC 3170,YES,NO,OPEN,,,,,,,,CW2287260,,CW2285897,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2021 TRANSPORT SERVICES PANEL - PATTELS HEAVY HAULAGE,21/08/2021,"550,000.00",AUD,Pattels Heavy Haulage,35 Comuglia Street Mount Louisa QLD 4814,YES,NO,OPEN,,,,,,,,CW2295735,,CW2295689,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,18/05/2023,"546,844.44",AUD,UGL Rail Services Pty Limited,40 Miller Street North Sydney NSW 2060,YES,NO,LIMITED,Sole Source / Technical constraint,,,,,,,4502664357,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,31/05/2024,"511,500.00",AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,NO,NO,OPEN,,,,,,,,4502805563,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 MARYBOROUGH STATION UPGRADE,9/05/2024,"465,000.00",AUD,Stantec Australia Pty Ltd,"Level 20, 40 City Road SouthBank VIC 3006",NO,NO,,,,,,,,,CW2316216,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TC'S - 2024 SOFTWARE AG WEBMETHODS - SUBSCRIPTION LICENCES,21/05/2024,"464,000.00",AUD,Software AG Australia Pty Ltd,201 Miller Steet North Sydney NSW 2060,NO,NO,,,,,,,,,CW2318010,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 SUPPLY AND DELIVERY OF BENDER EARTH LEAKAGE DETECTION EQUIPMENT,29/05/2024,"454,787.00",AUD,Ampcontrol Captech,PO Box 240 Ferntree Gully VIC 3156,NO,NO,,,,,,,,,CW2318329,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 AUSTRALIAN LEVEL CROSSING ASSESSMENT MODEL ASSESSORS FOR REGIONAL NETWORK,2/05/2024,"454,072.00",AUD,Level Crossing Safety Management Se,29 Cormorant Drive Hewett SA 5118,NO,NO,,,,,,,,,CW2317748,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - INNER CITY INTERLOCKING REPLACEMENT - SIEMENS MOBILITY PTY LTD,28/05/2024,"450,000.00",AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,,CW2317960,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,1/05/2024,"448,250.00",AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,NO,NO,,,,,,,,,4502794650,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,14/02/2024,"413,440.50",AUD,JWA Oilfield Supplies Pty Ltd,PO BOX 5015 Canning Vale South WA 6155,YES,NO,,,,,,,,,4502764136,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 PROCUREMENT PROCESS REDESIGN (PART A),23/05/2024,"385,000.00",AUD,Ernst & Young,1 Eagle Street Brisbane QLD 4000,NO,NO,,,,,,,,,CW2318106,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,14/05/2024,"330,000.00",AUD,UGL Rail Services Pty Limited,40 Miller Street North Sydney NSW 2060,NO,NO,,,,,,,,,4502796399,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 CENTRAL STATION PRECINCT MASTER PLAN,11/03/2024,"286,025.00",AUD,Urbis Pty Ltd,123 Albert Street Brisbane QLD 4000,YES,NO,,,,,,,,,CW2315667,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",GITC - 2024 ORACLE PRIMAVERA P6 AND RISK LICENSING,30/03/2022,"207,782.19",AUD,Oracle Corp Aust Pty Ltd,4 Julius Avenue North Ryde NSW 2113,NO,NO,,,,,,,,,CW2317333,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,23/05/2024,"194,451.18",AUD,Wulguru Steel Pty Ltd,PO Box 2144 Wulguru QLD 4811,NO,NO,,,,,,,,,4502799745,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2023 STRUCTURAL INSPECTION AND SURVEY CORPORATE FACILITIES SITES,5/02/2024,"187,500.00",AUD,Arcadis Australia Pacific Pty Ltd,580 George Street Sydney NSW 2000,YES,NO,,,,,,,,,CW2313946,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","2024 OFFICE FITOUT WORKS - BUILDING F - 127 CAMPBELL STREET, TOOWOOMBA",26/04/2024,"161,247.68",AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,CW2317395,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,2/05/2024,"137,990.60",AUD,APGC Group Pty Ltd,PO Box 7394 Kangaroo Point QLD 4169,NO,NO,,,,,,,,,4502794965,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Content Manager Licencing Annual Renewal,23/05/2024,"132,828.33",AUD,Miktysh Solutions,110 Mary Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502799908,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,20/05/2024,"130,852.70",AUD,Pioneer North,PO Box 6155 Woree QLD 4870,NO,NO,,,,,,,,,4502797052,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/05/2024,"129,335.45",AUD,Progress Rail Services,24 Daisy Street Revesby NSW 2212,NO,NO,,,,,,,,,4502796268,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,22/05/2024,"125,510.00",AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,NO,NO,,,,,,,,,4502799704,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,23/05/2024,"124,850.00",AUD,Danny Forbes Transport P/L,PO Box 1430 Roma QLD 4455,NO,NO,,,,,,,,,4502799741,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TC'S - 2024 SAPIENS ROSTER ENTERPRISE LICENCES,1/07/2010,"124,121.00",AUD,Sapiens (UK) Limited,Belmont Road Uxbridge LO UB8 1HE,NO,NO,,,,,,,,,CW2317998,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,20/05/2024,"110,825.00",AUD,Bartlem Constructions Services P/L,PO Box 2131 Rockhampton QLD 4700,NO,NO,,,,,,,,,4502797099,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,10/05/2024,"109,826.20",AUD,SKF Australia Pty Ltd,12 Navigator Place Hendra QLD 4011,NO,NO,,,,,,,,,4502795942,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 [WOG] BRAND AND MARKETING STRATEGY Â€“ STAGE ONE,28/05/2024,"108,345.00",AUD,KPMG,PO Box 2291U Melbourne VIC 3000,NO,NO,,,,,,,,,CW2318126,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TC'S - 2024 SUPPORT AND MAINTENANCE OF THE ROSTER SYSTEM,1/04/2022,"99,000.00",AUD,Sapiens (UK) Limited,Belmont Road Uxbridge LO UB8 1HE,NO,NO,,,,,,,,,CW2318006,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOFTWARE MAINTENANCE,9/05/2024,"98,279.83",AUD,SafetySuite,152 Elizabeth Street Melbourne VIC 3000,NO,NO,,,,,,,,,4502795840,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,10/05/2024,"96,866.00",AUD,Haz-Elec Industries Pty Ltd,PO Box 12466 Portsmith QLD 4870,NO,NO,,,,,,,,,4502795982,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,29/05/2024,"93,972.67",AUD,Meridian Communications,71 Metrolink Circuit Campbellfield VIC 3061,NO,NO,,,,,,,,,4502805212,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MATS HANDL EQUIP,23/05/2024,"91,971.00",AUD,Komatsu Forklift,PO Box 226 Sumner Park QLD 4074,NO,NO,,,,,,,,,4502799911,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",17/05/2024,"91,876.40",AUD,Pioneer North,PO Box 6155 Woree QLD 4870,NO,NO,,,,,,,,,4502797000,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,16/05/2024,"85,800.00",AUD,Robert Walters Pty Ltd,Queen & Collins Tower Melbourne VIC 3000,NO,NO,,,,,,,,,4502796841,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,8/05/2024,"84,920.00",AUD,CR Kennedy & Company Pty Ltd,80 Kingsford Smith Drive Albion QLD 4010,NO,NO,,,,,,,,,4502795498,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SECURITY,24/05/2024,"81,669.50",AUD,Toplock,PO Box 419 Grange QLD 4051,NO,NO,,,,,,,,,4502800057,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,3/05/2024,"79,541.00",AUD,Phoenix Protective & Marine Coating,73 Maconachie Street Woree QLD 4868,NO,NO,,,,,,,,,4502795147,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,7/05/2024,"78,980.00",AUD,Top View Maintenance,170 Edgar Rd MIDGEE QLD 4702,NO,NO,,,,,,,,,4502795351,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,29/05/2024,"78,980.00",AUD,Top View Maintenance,170 Edgar Rd MIDGEE QLD 4702,NO,NO,,,,,,,,,4502804557,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,15/05/2024,"76,978.00",AUD,Secure Fencing,PO Box 1649 Aitkenvale QLD 4814,NO,NO,,,,,,,,,4502796548,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,23/05/2024,"75,000.00",AUD,Qualtrics LCC,333 West River Park Drive Provo UT 84604,NO,NO,,,,,,,,,4502799890,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,3/05/2024,"73,364.50",AUD,Vicom Australia Pty Ltd,1064 Centre Road Oakleigh South VIC 3167,NO,NO,,,,,,,,,4502795136,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,2/05/2024,"70,924.15",AUD,Rail & Civil Group,2-28 Lakeside Drive Carbrook QLD 4130,NO,NO,,,,,,,,,4502794803,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,24/01/2024,"66,642.31",AUD,Envirowatt Pty Ltd,PO Box 3207 South Brisbane QLD 4101,YES,NO,,,,,,,,,4502754767,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,30/05/2024,"61,643.87",AUD,East Coast Traffic Controllers Pty,144 Farm Street Kawana QLD 4701,NO,NO,,,,,,,,,4502805288,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 - STANDING OFFER ORDER 8 - FA AND EMU BOGIE OVERHAUL,4/04/2024,"61,256.00",AUD,KPMG,PO Box 2291U Melbourne VIC 3000,NO,NO,,,,,,,,,CW2316981,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,2/05/2024,"59,884.00",AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502794919,,,,,
