Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICITY T POWER,30/03/2021,"11,171.79",AUD,Energex Ltd,26 Reddacliff Street Newstead QLD 4006,NO,NO,,,,,,,,4502413424,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,30/03/2021,"11,016.50",AUD,Industrial Hydraulics Pty Ltd,121 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,4502413495,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",NONMETAL FABR MATLS,2/03/2021,"11,000.00",AUD,Weseal Pty Ltd,7 Carroll Street Garbutt QLD 4814,NO,NO,,,,,,,,4502404845,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSULTANTS,5/03/2021,"11,000.00",AUD,The University of Queensland,J D Story Building St Lucia QLD 4072,NO,NO,,,,,,,,4502405471,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",NONMETAL FABR MATLS,15/03/2021,"10,958.44",AUD,All Coating Solutions,PO Box 855 Bungalow QLD 4870,NO,NO,,,,,,,,4502406869,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISCELLANEOUS,23/03/2021,"10,866.90",AUD,Woodtech Engineering Pty Ltd,76 Neptune Street Maryborough QLD 4650,NO,NO,,,,,,,,4502408970,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISC SERVICES,8/03/2021,"10,813.00",AUD,Emerald Coaches Pty Ltd,PO Box 625 Emerald QLD 4720,NO,NO,,,,,,,,4502405791,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,9/03/2021,"10,766.25",AUD,12D Solutions Pty Ltd,5 Vuko Place Warriewood NSW 2102,NO,NO,,,,,,,,4502405887,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,31/03/2021,"10,758.00",AUD,TK Distributors Pty Ltd,4 Callistemon Close Warabrook NSW 2304,NO,NO,,,,,,,,4502413727,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/03/2021,"10,659.00",AUD,Position Partners Pty Ltd,PO Box 343 Acacia Ridge QLD 4110,NO,NO,,,,,,,,4502405700,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,31/03/2021,"10,656.80",AUD,Bombardier Transportation,PO Box 618 Dandenong VIC 3175,NO,NO,,,,,,,,4502413666,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,3/03/2021,"10,560.55",AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,NO,NO,,,,,,,,4502405097,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,11/03/2021,"10,560.00",AUD,Central Scaffolding & Rigging,11 Steel Place Morningside QLD 4170,NO,NO,,,,,,,,4502406484,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,12/03/2021,"10,532.39",AUD,Brisbane Wholesale Hardware Co Pty,83 Deshon Street Woolloongabba QLD 4102,NO,NO,,,,,,,,4502406595,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,8/03/2021,"10,459.28",AUD,Faiveley Transport Australia Ltd,175 James Ruse Drive Rosehill NSW 2142,NO,NO,,,,,,,,4502405631,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISCELLANEOUS,16/03/2021,"10,452.20",AUD,Woodtech Engineering Pty Ltd,76 Neptune Street Maryborough QLD 4650,NO,NO,,,,,,,,4502407255,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,9/03/2021,"10,439.00",AUD,Andersens Carpets,8 Moffatt Street Goondiwindi QLD 4390,NO,NO,,,,,,,,4502406013,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,19/03/2021,"10,428.00",AUD,Evolution Industry Pty Ltd,PO Box 234 Archerfield QLD 4108,NO,NO,,,,,,,,4502408625,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/03/2021,"10,292.15",AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,,,,,,,,4502406444,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,19/03/2021,"10,230.00",AUD,Magnetic Automation Pty Ltd,8 Riverland Drive Loganholme QLD 4129,NO,NO,,,,,,,,4502408742,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,23/03/2021,"10,212.13",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,4050432901,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,9/03/2021,"10,175.00",AUD,Sparc Solution Positive,PO Box 1777 Toowong QLD 4066,NO,NO,,,,,,,,4502405834,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,15/03/2021,"10,046.74",AUD,Howmet Fastening Systems,1508 Centre Road Clayton VIC 3168,NO,NO,,,,,,,,4502406844,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FUELS LUBES AND OILS,12/03/2021,"10,032.00",AUD,Airlube Australasia,268 Camboon Road Malaga WA 6090,NO,NO,,,,,,,,4502406616,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","EMPLOYEE SUPPORT SERVICES (HEALTHCARE, ETC.)",22/03/2021,"10,000.00",AUD,Australia's CEO Challenge,1 Eagle St Brisbane QLD 4000,NO,NO,,,,,,,,CW2291507,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,2/03/2021,"71,960.00",EUR,Hubner GmbH & Co. KG,Heinrich Hertz Stresse 2 Kassel  34123,NO,NO,,,,,,,,4502404925,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/03/2021,"2,729,210.00",JPY,Hitachi Australia Pty Ltd,123 Epping Road North Ryde NSW 2113,NO,NO,,,,,,,,4502405477,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","Brakes, Pneumatics, Couplers, HVAC, doors, Body/fittings",4/03/2021,"17,400,000.00",AUD,Faiveley Transport Australia Ltd,175 James Ruse Drive Rosehill NSW 2142,NO,NO,CLOSED,Stand-alone Agreement,1,Negotiation of supply,Provision of Overhaul and Original Equipment Manufacturer (OEM) Parts,Not applicable,"1.	Contract Program 
Where the Contract Particulars specify that a program is required, the Contractor must:
(a)	prepare and obtain Queensland Rail's approval of a program for the Supply (in a form approved by Queensland Rail) before commencing the Supply; 
(b)	at all times comply with the approved program; and
(c)	not change the program without Queensland Rail's prior written approval.

2.	Scope of the Contract
The Contractor must, as an independent contractor:
(a)	carry out the Supply; and
(b)	at the Contractor's own cost, supply all labour, materials, services, goods, plant, equipment or other things necessary to provide the Goods or Services (whether or not expressly described in the Contract) or comply with its obligations under the Contract.

3.	Laws and regulations
3.1	Compliance with the law and other requirements
The Contractor must:
(a)	comply with:
(i)	all Relevant Laws and Government Consents applicable to the Supply;
(ii)	regulations, rules, schemes or plans issued by Queensland Rail governing Site activities, industrial relations, construction, safety and the environment (including the policies referred to in section 2 of Schedule 5), and Queensland Rail's Corporate Policies applicable to the Supply; and
(b)	obtain and maintain all Government Consents in connection with the Supply; and
(c)	pay any fees, charges, levies and taxes imposed by an Authority in relation to the Supply.
The cost of complying with this clause 3.1 is included in the Contract Price. 
3.2	DDA Act compliance  
Without limiting clause 3.1, the Contractor:
(a)	acknowledges Queensland Rail is required to comply with the Disability Discrimination Act 1992 (Cth) (DDA Act); and
(b)	must ensure the Supply is compliant with the DDA Act.

4.	Quality of materials and Goods used in the Supply
All materials and Goods supplied by the Contractor must:
(a)	be of merchantable quality and fit for their intended purpose;
(b)	be free from all defects and imperfections affecting performance;
(c)	be of current manufacture, appropriate grade and suitable capacity; and 
(d)	comply with the Scope of Supply.

5.	Queensland Rail supplied materials
The Contractor must use any property, goods, materials, services or information provided by Queensland Rail:
(a)	at its own risk;
(b)	only to provide the Supply;
(c)	using reasonable care; and
(d)	in accordance with Queensland Rail's instructions.",CW2284667,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEHICLES,30/04/2019,"7,612,622.00",AUD,Bremer Ford,34 Brisbane Road Ebbw Vale QLD 4304,NO,NO,OPEN,,,,,,,CW2291498,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEHICLES,30/04/2019,"7,202,255.00",AUD,Bremer Ford,34 Brisbane Road Ebbw Vale QLD 4304,YES,NO,OPEN,,,,,,,CW2284352,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLOTHING & UNIFORMS,19/07/2018,"5,000,000.00",AUD,The Workwear Group Pty Ltd,848 Gympie Road Chermside QLD 4032,NO,NO,OPEN,,,,,,,CW2267760,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEHICLES,30/06/2020,"4,060,065.00",AUD,Brisbane Isuzu,PO Box 1141 Archerfield QLD 4108,NO,NO,OPEN,,,,,,,CW2291494,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",IT DESKTOP - SW/HW & SERVICES,27/04/2021,"3,902,026.00",AUD,Anaplan Limited,80 Moorbridge Road Maidenhead  8BW,NO,NO,OPEN,,,,,,,CW2291883,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MEDICAL SERVICES,29/04/2021,"3,500,000.00",AUD,Sonic Healthplus Pty Ltd,PO BOX 1237 Osborne Park WA 6916,NO,NO,OPEN,,,,,,,CW2291626,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/04/2021,"3,000,800.00",AUD,Bombardier Transportation,PO Box 618 Dandenong VIC 3175,NO,NO,CLOSED,,,,,,,4502414308,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",STATION UPGRADES,9/04/2021,"1,500,000.00",AUD,Austact Civil Pty Ltd,PO Box 6021 Yatala QLD 4207,NO,NO,OPEN,,,,,,,CW2274864,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/08/2019,"1,300,000.00",AUD,Austbreck Pty Ltd,36 Westpool Drive Hallam VIC 3803,YES,NO,CLOSED,,,,,,,CW2274816,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEHICLES,29/03/2021,"1,116,518.00",AUD,Metro Ford Brisbane,PO Box 93 Fortitude Valley QLD 4006,NO,NO,OPEN,,,,,,,CW2291504,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEHICLES,3/04/2019,"1,111,975.00",AUD,SCI Fleet Motors Pty Ltd,59 Kitchener Road Kedron QLD 4031,NO,NO,OPEN,,,,,,,CW2291500,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEHICLES,26/03/2018,"1,015,016.00",AUD,Daimler Trucks Brisbane,1699 Ipswich Road Rocklea QLD 4106,NO,NO,OPEN,,,,,,,CW2291492,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OTHER DIRECT PROFESSIONAL SERVICES,19/04/2021,"935,680.00",AUD,TSA Management Pty LTtd,207 Kent Street Sydney NSW 2000,NO,NO,CLOSED,,,,,,,CW2273370,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","Structural Maintenance & Repairs (Bridges, Culverts, Piers)",19/04/2021,"749,513.00",AUD,Epoxy Solutions Pty Ltd,193 South Pine Road Brendal QLD 4500,NO,NO,CLOSED,,,,,,,CW2291461,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OTHER DIRECT PROFESSIONAL SERVICES,1/06/2016,"743,806.45",AUD,GHD Pty Ltd  Brisbane,201 Charlotte Street Brisbane QLD 4000,NO,NO,CLOSED,,,,,,,CW2291413,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ETCS ,20/12/2019,"695,000.00",AUD,Chrysalis Consulting Services Pty L,17 Westbridge Court Waterways VIC 3195,YES,NO,CLOSED,,,,,,,CW2280154,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OTHER INVENTORY & PARTS,29/06/2015,"675,000.00",AUD,Online Automation Pty Ltd,33 Buchanan Road Banyo QLD 4014,NO,NO,CLOSED,,,,,,,4600032184,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEHICLES,3/04/2019,"667,185.00",AUD,Zupps Aspley Pty Ltd,PO Box 19 Aspley QLD 4034,NO,NO,OPEN,,,,,,,CW2291502,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,21/12/2016,"567,520.56",AUD,Enzed Brisbane Central,352 Nudgee Road Hendra QLD 4011,YES,NO,CLOSED,,,,,,,CW2252054,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","DIRECT CONSUMABLES (CATERING, LINEN, TRAVEL PACKS, ETC.)",18/11/2020,"448,000.00",GBP,Precision Hydration Ltd,43 Saffron Drive Christchurch DO BH234LR,NO,NO,CLOSED,,,,,,,CW2291989,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","DESIGN, ARCHITECTURE & CERTIFICATION",7/10/2020,"460,000.00",AUD,Easy Authoring,50 Bridge Street Sydney NSW 2000,YES,NO,,,,,,,,CW2286568,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OTHER DIRECT PROFESSIONAL SERVICES,6/04/2021,"423,984.00",AUD,Ranbury Management Group Pty Ltd,270 Adelaide Street Brisbane QLD 4000,NO,NO,,,,,,,,CW2289681,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OTHER DIRECT PROFESSIONAL SERVICES,30/07/2016,"386,786.30",AUD,Harrison Infrastructure Group Pty L,445 Upper Edward Street Spring Hill QLD 4000,NO,NO,,,,,,,,CW2291372,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/11/2019,"386,777.00",AUD,Mediacom Australia Pty Limited,65 Berry Street North Sydney NSW 2060,YES,NO,,,,,,,,CW2278875,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Facilities Upgrades,13/04/2021,"373,200.00",AUD,Atco Structures,55 Tonka Street Luscombe QLD 4211,NO,NO,,,,,,,,CW2291616,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Signalling Engineering,11/12/2020,"368,500.00",AUD,Arup Pty Limited,108 Wickham Street Fortitude Valley QLD 4006,NO,NO,,,,,,,,CW2287654,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OTHER DIRECT PROFESSIONAL SERVICES,22/03/2021,"364,000.00",AUD,Omada Rail Pty Ltd,50 McDougall Street Milton QLD 4064,NO,NO,,,,,,,,CW2291811,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OTHER DIRECT PROFESSIONAL SERVICES,22/03/2021,"343,200.00",AUD,Bellwether Consulting Services,"Level 8, 300 Ann Street Brisbane QLD 4000",NO,NO,,,,,,,,CW2291813,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OTHER DIRECT PROFESSIONAL SERVICES,20/04/2021,"240,550.00",AUD,PricewaterhouseCoopers Consulting,480 Queen Street Brisbane QLD 4000,NO,NO,,,,,,,,CW2291570,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,15/04/2016,"240,000.00",AUD,Optus Communications,50 Miller Street North Sydney NSW 2060,NO,NO,,,,,,,,CW2246374,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OTHER INVENTORY & PARTS,3/07/2015,"229,537.00",AUD,Bombardier Transportation,PO Box 618 Dandenong VIC 3175,NO,NO,,,,,,,,4600032198,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,8/04/2021,"224,378.00",AUD,Airlube Australasia,268 Camboon Road Malaga WA 6090,NO,NO,,,,,,,,4502414613,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FIBRE OPTICS MATLS,21/04/2021,"220,000.00",AUD,Pipe Networks Ltd,127 Creek Street Brisbane QLD 4000,NO,NO,,,,,,,,4502418836,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,1/07/2010,"210,352.30",AUD,J Blackwood & Son Ltd,PO Box 167 Carole Park QLD 4300,NO,NO,,,,,,,,4600023233,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",IT DESKTOP - SW/HW & SERVICES,1/07/2010,"202,491.00",AUD,Sapiens (UK) Limited,1 George Street Uxbridge Middlesex LO W42BX,YES,NO,,,,,,,,CW2276248,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,6/08/2015,"200,000.00",AUD,Toplock,PO Box 419 Grange QLD 4051,NO,NO,,,,,,,,4600032303,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","DESIGN, ARCHITECTURE & CERTIFICATION",29/04/2021,"197,626.00",AUD,Rockfield Technologies Australia Pt,155 Hugh Street Currajong QLD 4812,NO,NO,,,,,,,,CW2291691,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ICT,21/04/2021,"189,756.00",AUD,IntelligenceBank,70 City Road Southbank VIC 3006,NO,NO,,,,,,,,CW2281789,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FOOD AND BEVERAGES,8/07/2010,"189,065.72",AUD,Star Packaging Cairns,PO Box 319 Portsmith QLD 4870,NO,NO,,,,,,,,4600024042,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OTHER DIRECT PROFESSIONAL SERVICES,22/03/2021,"176,800.00",AUD,Bellwether Consulting Services,"Level 8, 300 Ann Street Brisbane QLD 4000",NO,NO,,,,,,,,CW2291809,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,30/04/2021,"173,250.00",AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,NO,NO,,,,,,,,4502422869,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","EMPLOYEE SUPPORT SERVICES (HEALTHCARE, ETC.)",30/09/2019,"166,870.00",AUD,Seek Ltd,GPO Box 2335 Sydney NSW 2001,YES,NO,,,,,,,,CW2278511,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRONIC COMPONENT,7/04/2021,"135,525.50",AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,4502414322,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",DESKTOP SOFTWARE,8/04/2021,"130,944.00",AUD,Telemattica,10 Brennan Close Asquith QLD 2040,NO,NO,,,,,,,,4502414641,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FEASIBILITY & APPRAISAL,9/12/2020,"125,500.00",AUD,SNC-Lavalin Rail & Transit Pty Limi,55 Clarence Street Sydney NSW 2000,NO,NO,,,,,,,,CW2286403,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,12/07/2017,"120,726.25",AUD,Provac Australia Pty Ltd,PO Box 3662 Monterey Keys QLD 4212,NO,NO,,,,,,,,4600032971,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,21/04/2021,"116,600.00",AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,NO,NO,,,,,,,,4502418839,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,23/04/2021,"110,000.00",AUD,Atco Structures,55 Tonka Street Luscombe QLD 4211,NO,NO,,,,,,,,4502419179,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Slope Stabilisation,26/04/2021,"100,000.00",AUD,Ground Stabilisation Systems Pty Lt,38 Canavan Drive Beresfield QLD 2322,NO,NO,,,,,,,,CW2291952,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/08/2020,"100,000.00",AUD,Comrail Pty Ltd,6 Arvida Street Malaga WA 6090,NO,NO,,,,,,,,4600033235,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLOTHING & UNIFORMS,15/04/2021,"96,305.00",AUD,RWW Group Pty Ltd,PO Box 776 Leeton NSW 2705,NO,NO,,,,,,,,4502417866,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSULTING SERVICES,26/03/2021,"96,000.00",AUD,Harp Engineering Consultants,174 Monash Road Tarragindi QLD 4121,NO,NO,,,,,,,,CW2291547,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OTHER DIRECT PROFESSIONAL SERVICES,19/04/2021,"95,000.00",AUD,Tcorr Inspection,313 Pimpala Road Woodcroft SA 5162,NO,NO,,,,,,,,CW2288972,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OTHER DIRECT PROFESSIONAL SERVICES,20/04/2021,"90,720.00",AUD,Red Fox Advisory,PO Box 1240 Brisbane QLD 4000,NO,NO,,,,,,,,CW2291925,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,16/04/2021,"90,000.00",AUD,GE Energy Power Conversion UK Limit,Boughton Road Rugby WA CV21 1BU,NO,NO,,,,,,,,4502418103,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,19/04/2021,"87,450.00",AUD,Bradken Resources Pty Limited,20 McIntosh Drive Mayfield West NSW 2304,NO,NO,,,,,,,,4502418304,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Other Direct Professional Services,28/04/2021,"69,535.00",AUD,Asbestos Extraction and,1873 Beaudesert Beenleigh Road Tamborine QLD 4270,NO,NO,,,,,,,,CW2292038,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OTHER DIRECT PROFESSIONAL SERVICES,8/04/2021,"65,280.00",AUD,Change 2020 Pty Ltd,169 Edmondstone Wilston QLD 4051,NO,NO,,,,,,,,CW2288451,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,14/04/2021,"60,939.69",AUD,Evolution Industry Pty Ltd,PO Box 234 Archerfield QLD 4108,NO,NO,,,,,,,,4502415517,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/04/2021,"59,328.50",AUD,Yamate Pty Ltd,PO Box 191 Toowoomba QLD 4350,NO,NO,,,,,,,,4502414690,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/03/2021,"56,694.31",AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,YES,NO,,,,,,,,4502410654,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,1/04/2021,"56,096.54",AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,4502413837,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,9/04/2021,"55,500.00",AUD,GIRO Inc,75 Port Royal Montreal QC H3L 3T1,NO,NO,,,,,,,,4502414920,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,7/04/2021,"53,900.00",AUD,Price Waterhouse Coopers,201 Sussex Street Sydney NSW 2000,NO,NO,,,,,,,,4502414416,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Other Direct Professional Services,30/05/2020,"50,000.00",AUD,M&T Resources,259 Queen Street Brisbane QLD 4000,NO,NO,,,,,,,,CW2292271,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,21/04/2021,"49,890.04",AUD,Sure Power,4 Manilla Street East Brisbane QLD 4169,NO,NO,,,,,,,,4502418707,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,21/04/2021,"49,632.00",AUD,Airlube Australasia,268 Camboon Road Malaga WA 6090,NO,NO,,,,,,,,4502418746,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,28/04/2021,"48,000.00",AUD,Major Training Group,38 Prairie Road Ormeau QLD 4207,NO,NO,,,,,,,,4502419642,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",INSURANCE SPARE,7/04/2021,"47,814.80",AUD,AC Hargreaves Pty Ltd,28 Hasp Street Seventeen Mile Rocks QLD 4073,NO,NO,,,,,,,,4502414440,,,,,
